,PC1,PC2
10317.000001731,0.1338404522349467,0.029540718027480987
10317.000001732,-0.0942247318158109,0.022086787732005727
10317.000001734,0.14320858666749559,0.038566439277605585
10317.000001735,-0.12985212339697946,-0.004374075877175086
10317.000001745,-0.2653430290970892,-0.010384895085519727
10317.000001747,0.08531736065628279,-0.21442841840215085
10317.000001748,-0.23948482016262468,0.04543312959259621
10317.000001749,-0.12122564186622786,0.037893145588789534
10317.000001750,-0.2872344581380048,-0.1341894447861749
10317.000001751,-0.32428903586988933,-0.10298687183355666
10317.000001755,0.10312828046376418,0.1972475103425826
10317.000001756,-0.35877555437995073,-0.12798244064226794
10317.000001759,-0.2313855824860207,0.013990706163153618
10317.000001762,-0.22240820956088692,-0.17047884329027524
10317.000001763,-0.3336886981399767,-0.13890571884577138
10317.000001764,0.09786468830539621,0.10215720399759887
10317.000001765,0.07210696640031006,0.07598840007519696
10317.000001766,0.14146281372046957,-0.10553818879984629
10317.000001769,0.1193276815331031,-0.0739612365000934
10317.000001770,0.20356037652109352,-0.39424662413480893
10317.000001772,-0.22084346082297596,0.03716309142292549
10317.000001779,-0.007933329356528268,0.09924105340939036
10317.000001780,-0.1845526413602873,-0.033938383037200696
10317.000001782,0.2532066006976763,-0.1603392810249448
10317.000001786,0.04115972168416841,0.04832519560972322
10317.000001792,-0.27383471948086713,-0.09508873376256036
10317.000001793,-0.020731756790894024,-0.007125715021847392
10317.000001794,-0.18648721424129266,-0.05504368839177652
10317.000001797,0.21486303977499563,-0.08215196596846837
10317.000001798,0.17055304578932073,-0.3557088638224325
10317.000001799,0.2172398573510802,-0.22148778572482486
10317.000001801,-0.2804038113504795,-0.08990812798493124
10317.000001802,-0.30802242593601614,-0.12668416833587035
10317.000001803,0.11111118478300457,0.15630298073348234
10317.000001804,-0.005677687445884665,-0.18131280904237065
10317.000001805,0.22842129130202102,0.05797411217732539
10317.000001808,-0.18213906390912482,-0.00483427148617134
10317.000001811,0.23174947470824953,-0.28908032858805216
10317.000001812,-0.07721841824102381,-0.08599607726191576
10317.000001820,0.04146665590896229,0.21855733630803678
10317.000001826,-0.17910543956289782,0.08005676056118428
10317.000001827,-0.19450636524576365,0.02379637950253888
10317.000001830,0.12221012614455333,-0.16217695983869362
10317.000001832,-0.2747474202666548,-0.07859581594846768
10317.000001833,0.13965749228650243,0.1617569118181847
10317.000001835,0.2652816064767356,-0.10386507692803244
10317.000001842,-0.176718362406685,-0.024646070351711926
10317.000001852,-0.25526753478340164,-0.06803734961458531
10317.000001854,-0.13463580514571546,-0.026718929401181785
10317.000001860,0.11635116020905488,-0.06794993635908718
10317.000001861,0.31965985752578246,-0.002582382271299158
10317.000001862,0.3230059271232941,0.041529288592554475
10317.000001870,-0.11382065416742014,0.008291430455415558
10317.000001874,-0.05517729329047804,0.08963156753648965
10317.000001878,-0.23165427341665937,-0.04239043789215945
10317.000001879,0.009640330155316443,-0.12671730077605683
10317.000001882,0.07068686996937253,0.06727314968720426
10317.000001884,-0.22519441326194642,-0.03263241383850133
10317.000001887,-0.06834246238386985,0.03253817076962033
10317.000001892,0.0038266062103926727,0.14624280400585815
10317.000001895,0.073515274594828,0.13704317122985432
10317.000001897,0.2750877649708391,0.17293215866158196
10317.000001902,0.2719383767530631,0.1582458877598597
10317.000001903,-0.10129285941553211,0.1367796536288908
10317.000001905,0.28199183305873043,0.1857741757783947
10317.000001907,-0.17318645997260282,-0.07279211667758337
10317.000001908,0.23887383061079312,-0.023611786021296658
10317.000001911,0.06659653212186666,0.13464405258318102
10317.000001919,-0.05657474246604357,0.11990414984145857
10317.000001922,0.2765169148316512,0.0337444634844741
10317.000001923,0.26892387015817,0.18714889497177026
10317.000001930,0.22440935007350854,0.1893060234401128
10317.000001934,-0.13344913783147883,0.11017672692618893
10317.000001936,0.03274962662299541,0.06599949783440372
10317.000001939,0.056156670654518626,0.026058502246758423
10317.000001940,0.2587380540109242,0.04742308869834012
10317.000001944,-0.089387522149789,0.11564828759050044
10317.000001947,-0.2804076638208735,-0.06759627872868482
10317.000001948,-0.33080474323821374,-0.10122896170255849
10317.000001956,0.09271306795863771,0.12169738910498074
10317.000001960,-0.05073906179697089,-0.009982111412930292
10317.000001961,-0.27595711228225767,-0.15540877058786048
10317.000001962,0.1306957315795084,-0.18519873404524137
10317.000001965,0.22891925637217447,0.1045363558165122
10317.000001966,-0.21224717168674967,0.013877488075333828
10317.000001969,-0.11609838356135872,0.06359996794403197
10317.000001978,-0.20280401084864771,0.031818525250204156
10317.000001979,-0.1529044404917704,-0.014588267175537729
10317.000001980,0.012044506488274877,-0.03066126997039796
10317.000001985,-0.25593971050375197,-0.10759225223966112
10317.000001987,-0.08938586292876595,0.11634956593374234
10317.000002005,0.18133616670444885,0.15864329804248856
10317.000002011,0.20693934438880582,-0.05492760440845104
10317.000002013,0.29811408197417066,0.09308432283740299
10317.000002014,0.2743736536456836,-0.07320329989603888
10317.000002019,0.23772908133535253,-0.026722166248245034
10317.000002020,0.08664649309418491,0.19026299002884428
10317.000002027,0.053919289886647105,0.1972629276837572
10317.000002028,0.10963210488571748,0.1118325886904355
10317.000002030,-0.11851237325519333,0.16107005378877842
10317.000002033,0.33523893707768887,-0.040953055013690856
10317.000002034,0.2839706753556343,0.21438872579563628
10317.000002035,-0.3290053414206298,-0.14718213237577535
10317.000002038,-0.30958781433580307,-0.11093308421057836
10317.000002042,0.062396158051907694,0.10286127812189787
10317.000002043,0.21478290469244343,0.032167877578574956
10317.000002044,0.11287917508495174,0.05395512211126916
10317.000002051,-0.08078032723771007,0.027889495421363812
10317.000002052,0.005831158103694839,0.14788724165112968
10317.000002059,-0.03441617258010987,0.13554000526743892
10317.000002060,0.034394237837901194,0.023935128920425267
10317.000002063,-0.36363047412439675,-0.15267807887812382
10317.000002064,0.2673870179115964,0.18412080053339985
10317.000002067,-0.2598790748770895,-0.009120920824061792
10317.000002071,0.23646571700443084,0.1759042129939229
10317.000002073,0.30550318839080914,-0.08399404243917973
10317.000002079,0.12095317877722742,0.13013946173964724
10317.000002081,0.2236914075901513,0.18644159713252276
10317.000002082,0.0023578285601015673,0.15557109597958108
10317.000002087,-0.16967348519285488,-0.03548577800416501
10317.000002099,0.3377785761613968,0.16352039671279525
10317.000002100,0.28483770768686073,0.10775448780794723
10317.000002109,-0.2174805809691915,-0.07931169807181934
10317.000002111,-0.24381738360099903,-0.010588154071580208
10317.000002112,0.11332624994311608,0.13871237601853778
10317.000002114,-0.00970693023384477,-0.06187264424573673
10317.000002125,-0.3111181907035199,-0.08914849855156382
10317.000002126,-0.17991537110403852,-0.11434909368589309
10317.000002132,0.19439063306044224,-0.08879731290748982
10317.000002141,0.18881298424620815,-0.18700381905989452
10317.000002142,0.23291549087834518,-0.0498474512059489
10317.000002145,-0.009547460138602129,0.08571469706330041
10317.000002146,0.1956041971014307,0.15429483444091457
10317.000002147,-0.2427081983866309,-0.0035667664795211783
10317.000002148,-0.21842447483647603,-0.01888518361246236
10317.000002151,-0.03160336136436306,0.054608757666369356
10317.000002157,0.03532803110045111,0.16696436774173626
10317.000002159,0.18253854756948923,0.05657650664377118
10317.000002161,-0.232825468745938,-0.013994217079968634
10317.000002171,0.19814009100052424,-0.049831865110076624
10317.000002172,0.1436188658996739,0.16071812919018164
10317.000002173,-0.238007119373886,-0.11810942788143326
10317.000002177,-0.1811574871320038,-0.02754867887965908
10317.000002180,0.2352267402109264,-0.0002071916087050053
10317.000002184,0.18719549630518387,-0.1661696296748914
10317.000002185,-0.22734134886879934,-0.04066593094274171
10317.000002186,-0.31654132191860135,-0.1695456689977116
10317.000002191,0.3165351943638404,0.14775074094506713
10317.000002193,-0.1410087114481251,0.02324888201777722
10317.000002197,0.14219183187711829,-0.13370231604015695
10317.000002199,-0.38421772578717955,-0.1731705124210804
10317.000002200,-0.2993789839282239,-0.10440669125617796
10317.000002201,0.19927151609382435,-0.3153900750614044
10317.000002202,-0.09685750156319672,0.008315517206523215
10317.000002205,0.2006983189658193,-0.3564626537502882
10317.000002208,-0.0323704161440711,-0.01640843185300419
10317.000002211,-0.1604287359607114,0.016224292177863905
10317.000002219,-0.32964186364985526,-0.20218219349311897
10317.000002220,-0.32131354095491477,-0.22663826739258344
10317.000002222,-0.291969107226775,-0.05818894948078445
10317.000002229,0.2001910974854817,-0.42885725331725816
10317.000002230,-0.34844911127933836,-0.145841263910423
10317.000002237,-0.10281544024461027,-0.12878397281968929
10317.000002243,-0.28951850256094364,-0.09073847729929815
10317.000002244,0.2394215158049189,-0.03959838907181102
10317.000002247,-0.03917742013798652,-0.19824607111879755
10317.000002250,-0.3813741987089174,-0.17736907735760393
10317.000002252,-0.25282539696433615,-0.005335704589807358
10317.000002253,0.07400029272120678,0.12151077282823561
10317.000002257,-0.12351154051509085,0.0505340377756706
10317.000002258,-0.23257977400030688,-0.05124845184702667
10317.000002261,-0.12197154348809912,0.08964908057236942
10317.000002262,0.0687264911725691,0.14449344698995326
10317.000002273,-0.2789096418925694,-0.023923097054118377
10317.000002274,-0.36767942251129015,-0.15463820456765534
10317.000002276,-0.25351952777869247,-0.05380905623702036
10317.000002287,-0.1780639463005021,0.05262057999015362
10317.000002290,0.37876230023198654,-0.0640812195998456
10317.000002295,0.13750829741989637,-0.13923692462611506
10317.000002304,-0.31369711043500687,-0.19742975100544444
10317.000002310,-0.3146509159063619,-0.10498820411708516
10317.000002315,-0.32098615608459274,-0.1153678238464832
10317.000002319,-0.2901744059535631,-0.0682352775707294
10317.000002322,0.288864325897971,-0.15018166378983516
10317.000002325,-0.18128418713660166,0.04241116328583638
10317.000002326,-0.22613784331309167,-0.04517349881949467
10317.000002329,-0.16988665744989215,0.020407008973809326
10317.000002330,-0.23426201847574396,0.024186147227879016
10317.000002331,-0.2758797996419951,-0.030683050979629083
10317.000002334,0.1844812289496169,0.09206393606506968
10317.000002336,-0.23392687503884732,-0.05051937090612374
10317.000002337,-0.23850087345257232,-0.018408857085000337
10317.000002345,-0.1629813242795129,0.03896411862027437
10317.000002346,0.002467927662659547,-0.061080363103137955
10317.000002347,-0.15797526986442256,0.07750478382434978
10317.000002348,0.12833282645515606,0.13346555114060202
10317.000002349,-0.20567067535515837,-0.0022781296396077694
10317.000002359,-0.15293640793370555,0.07648442325984596
10317.000002369,0.3905009076880864,-0.1613500136435415
10317.000002371,-0.17064125090453888,0.05060283678563402
10317.000002372,-0.2167405341392513,-0.009591475607823937
10317.000002382,0.27532364030681294,0.18025984983314117
10317.000002384,0.11877468725743551,0.04793174442010311
10317.000002387,-0.0666042557468493,-0.0321268255693422
10317.000002389,-0.3881444643734584,-0.20281877704154613
10317.000002391,-0.30623265350532025,-0.11754749964835882
10317.000002396,-0.029277502306026593,-0.031831121712986285
10317.000002403,0.0516385604966258,0.08985819653069356
10317.000002404,0.24241869681793632,-0.3199982165876854
10317.000002414,-0.38428007387461355,-0.16745962030152026
10317.000002418a,0.035761796542346506,0.06574604452487808
10317.000002421,0.16889276786181864,-0.25877212539927974
10317.000002435,-0.33984910092057313,-0.10055381549685959
10317.000002437,-0.19041713089995607,-0.035710488143215334
10317.000002443,0.231352392423282,0.1685183774609517
10317.000002444,0.005877058372680289,0.03316841040712841
10317.000002446,0.40986351415200717,-0.3283730820318707
10317.000002450,0.2878540594653542,0.21013458350333963
10317.000002451,0.18424441098719951,-0.3333684269568257
10317.000002452,-0.22780290519434118,-0.06500937056066534
10317.000002457,0.3724442560379508,0.2512568511909306
10317.000002458,-0.03005191762159947,-0.021104835144582987
10317.000002465,-0.1521998762032765,-0.02376918500121042
10317.000002466,0.1759867817634683,0.12554127523551978
10317.000002468,0.16631101842355292,0.1681877531286387
10317.000002471,-0.16210658728686558,0.09882919710249341
10317.000002475,-0.29865986760306845,-0.10691164088706875
10317.000002482,-0.3589519661231919,-0.1627862054653043
10317.000002489,0.09039422447747705,0.07181191993039027
10317.000002492,-0.03610572464832631,0.13876708053315628
10317.000002494,0.1311156502908251,-0.13127554179342307
10317.000002498,-0.07375177285136446,0.11617173184869388
10317.000002501,0.062441545117063735,0.13549026457443822
10317.000002503,-0.24640489809340388,-0.0519331008629868
10317.000002506,-0.2891186064290885,-0.0885960646803108
10317.000002511,0.11341436906239206,0.015280911218195322
10317.000002520,-0.249604910931293,-0.017994935636585416
10317.000002529,-0.05368499525076144,0.1159308133365322
10317.000002531,-0.1314783802363196,-0.008793138514389724
10317.000002534,0.16692326262874663,-0.21399124733557734
10317.000002537,-0.019277350819452147,0.09014719379242093
10317.000002538,-0.18563380990844922,0.021149296927727376
10317.000002545,0.10046872284583934,0.16245997103667478
10317.000002546,-0.02699995585724025,0.014879602610713215
10317.000002563,0.1853610880425886,-0.12348947807032665
10317.000002564,0.03515291046394897,0.05876432859726819
10317.000002567,-0.2296543064016305,-0.002019897693045744
10317.000002568,-0.3365217145536276,-0.14483598394684172
10317.000002575,-0.09267648661078458,-0.08131846252371783
10317.000002576,0.06300132510531681,0.03553313631725383
10317.000002577,-0.2674363187687325,-0.14127161799112709
10317.000002578,0.15120518952643502,0.017871752779544205
10317.000002587,-0.1832800457545666,0.034954160387197064
10317.000002588,-0.14604521014948135,0.07875099787431711
10317.000002589,0.06591392458231364,0.08189940304922373
10317.000002590,0.07665190263696033,0.12442902358991796
10317.000002597,-0.2437710259463505,-0.14032705093896228
10317.000002598,-0.2316550006316043,-0.0014013355273536975
10317.000002605,-0.08001918484683661,0.06212885350951558
10317.000002606,-0.09185296024820283,0.0689232073528806
10317.000002607,-0.29341783422377293,-0.07270946627706745
10317.000002609,-0.3408936178985816,-0.13793300284045995
10317.000002625,-0.16844020480264696,-0.07911232224391238
10317.000002631,-0.2652588091993173,-0.05856131201055661
10317.000002632,-0.2753956897398666,-0.0872407201532801
10317.000002637,-0.2910974886720283,-0.056082494357073055
10317.000002638,-0.1402552486626467,0.11049644968972018
10317.000002645,0.2457346004442845,0.10261665263034155
10317.000002649,-0.28888863892353944,-0.07202121593682839
10317.000002650,-0.26437576733682744,-0.06172906287060629
10317.000002652,-0.0523465804037905,0.15179878556452617
10317.000002655,-0.3710545805441972,-0.17025940804202658
10317.000002656,-0.3537309839071361,-0.15002183041579814
10317.000002669,0.10787163313976733,0.21826840037689835
10317.000002670,-0.031764015287203975,0.130994801857217
